,apartment_type,district,agency,size,floor,year_built,station_distance,cost
2623,1K APARTMENT,"IN SETA
SETAGAYA-KU, TOKYO",Sumaino Seika,Size 20.64 m²,Floor 2 / 2F,Year Built 2012,Kaminoge Station (12 min. walk),"Monthly Costs ¥79,550"
2624,1K APARTMENT,"IN YAGUCHI
OTA-KU, TOKYO",Sumaino Seika,Size 26.00 m²,Floor 2 / 2F,Year Built 2010,Musashi-Nitta Station (13 min. walk),"Monthly Costs ¥89,050"
2625,1K APARTMENT,"IN TAKASHIMADAIRA
ITABASHI-KU, TOKYO",Sumaino Seika,Size 20.29 m²,Floor 2 / 3F,Year Built 2017,Nishidai Station (6 min. walk),"Monthly Costs ¥76,550"
2626,1K APARTMENT,"IN NISHIKOJIYA
OTA-KU, TOKYO",Sumaino Seika,Size 22.89 m²,Floor 1 / 2F,Year Built 2012,Koujiya Station (2 min. walk),"Monthly Costs ¥94,550"
2627,1K APARTMENT,"IN MAENOCHO
ITABASHI-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 2F,Year Built 2001,Tokiwadai Station (12 min. walk),"Monthly Costs ¥71,550"
2628,1K APARTMENT,"IN IZUMI
SUGINAMI-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 2F,Year Built 2004,Hounanchou Station (8 min. walk),"Monthly Costs ¥86,550"
2629,1K APARTMENT,"IN SUMIDA
SUMIDA-KU, TOKYO",Sumaino Seika,Size 20.46 m²,Floor 1 / 2F,Year Built 2019,Kanegafuchi Station (7 min. walk),"Monthly Costs ¥73,550"
2630,1K APARTMENT,"IN OMORINISHI
OTA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 2F,Year Built 2005,Umeyashiki Station (4 min. walk),"Monthly Costs ¥91,050"
2631,1K APARTMENT,"IN YANAKA
TAITO-KU, TOKYO",Sumaino Seika,Size 25.08 m²,Floor 2 / 2F,Year Built 2009,Sendagi Station (6 min. walk),"Monthly Costs ¥97,050"
2632,1K APARTMENT,"IN TOKUMARU
ITABASHI-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 3 / 3F,Year Built 2009,Tōbu-nerima Station (14 min. walk),"Monthly Costs ¥70,550"
2633,2LDK APARTMENT,"IN TAMAGAWA
OTA-KU, TOKYO","Aonissin Co.,ltd.",Size 54.30 m²,Floor 2 / 3F,Year Built 1983,Yaguchinowatashi Station (11 min. walk),"Monthly Costs ¥135,000"
2634,1K APARTMENT,"IN SHIMO
KITA-KU, TOKYO",Sumaino Seika,Size 22.35 m²,Floor 1 / 2F,Year Built 2009,Shimo Station (8 min. walk),"Monthly Costs ¥83,050"
2635,1K APARTMENT,"IN KITASUNA
KOTO-KU, TOKYO",Sumaino Seika,Size 22.04 m²,Floor 1 / 3F,Year Built 2017,Ojima Station (13 min. walk),"Monthly Costs ¥97,050"
2636,1K APARTMENT,"IN MINAMIKUGAHARA
OTA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 2F,Year Built 2003,Kugahara Station (9 min. walk),"Monthly Costs ¥86,550"
2637,1K APARTMENT,"IN TOMIHISACHO
SHINJUKU-KU, TOKYO",Sumaino Seika,Size 24.10 m²,Floor 2 / 2F,Year Built 2017,Higashi-Shinjuku Station (10 min. walk),"Monthly Costs ¥113,050"
2638,2LDK APARTMENT,"IN NISHIHARA
SHIBUYA-KU, TOKYO","Aonissin Co.,ltd.",Size 53.27 m²,Floor 1 / 3F,Year Built 2021,Hatagaya Station (6 min. walk),"Monthly Costs ¥199,000"
2639,1K APARTMENT,"IN HIGASHIKOJIYA
OTA-KU, TOKYO",Sumaino Seika,Size 25.02 m²,Floor 1 / 2F,Year Built 2013,Otorii Station (7 min. walk),"Monthly Costs ¥86,550"
2640,2SLDK APARTMENT,"IN KITAKOIWA
EDOGAWA-KU, TOKYO","Aonissin Co.,ltd.",Size 58.36 m²,Floor 3 / 4F,Year Built 1990,Keiseikoiwa Station (10 min. walk),"Monthly Costs ¥105,000"
2641,1K APARTMENT,"IN HIKAWADAI
NERIMA-KU, TOKYO",Sumaino Seika,Size 20.81 m²,Floor 1 / 3F,Year Built 2007,Hikawadai Station (10 min. walk),"Monthly Costs ¥79,550"
2642,1K APARTMENT,"IN OYAGUCHI KITACHO
ITABASHI-KU, TOKYO",Sumaino Seika,Size 20.29 m²,Floor 2 / 3F,Year Built 2017,Kotakemukaihara Station (16 min. walk),"Monthly Costs ¥77,550"
2643,1K APARTMENT,"IN OGI
ADACHI-KU, TOKYO",Sumaino Seika,Size 23.61 m²,Floor 1 / 2F,Year Built 2007,Ougi Ohashi Station (9 min. walk),"Monthly Costs ¥61,550"
2644,1DK APARTMENT,"IN IZUMI
SUGINAMI-KU, TOKYO","Aonissin Co.,ltd.",Size 30.80 m²,Floor 3 / 3F,Year Built 1995,Meidaimae Station (5 min. walk),"Monthly Costs ¥105,000"
2645,1K APARTMENT,"IN KOMONE
ITABASHI-KU, TOKYO",Sumaino Seika,Size 26.08 m²,Floor 1 / 3F,Year Built 2010,Kotakemukaihara Station (5 min. walk),"Monthly Costs ¥89,550"
2646,1K APARTMENT,"IN YAYOICHO
NAKANO-KU, TOKYO",Sumaino Seika,Size 22.82 m²,Floor 1 / 2F,Year Built 2018,Nakanoshinbashi Station (8 min. walk),"Monthly Costs ¥94,550"
2647,1K APARTMENT,"IN YUTAKACHO
SHINAGAWA-KU, TOKYO",Sumaino Seika,Size 21.95 m²,Floor 2 / 3F,Year Built 2017,Togoshi Station (11 min. walk),"Monthly Costs ¥104,050"
2648,1K APARTMENT,"IN MINAMIMAGOME
OTA-KU, TOKYO",Sumaino Seika,Size 20.10 m²,Floor 1 / 3F,Year Built 2016,Nishimagome Station (12 min. walk),"Monthly Costs ¥89,550"
2649,1K APARTMENT,"IN SHIMMACHI
SETAGAYA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 2 / 2F,Year Built 2008,Sakurashinmachi Station (10 min. walk),"Monthly Costs ¥86,550"
2650,1K APARTMENT,"IN HANEDA
OTA-KU, TOKYO",Sumaino Seika,Size 20.16 m²,Floor 2 / 3F,Year Built 2016,Anamoriinari Station (5 min. walk),"Monthly Costs ¥86,550"
2651,1K APARTMENT,"IN MINAMIOI
SHINAGAWA-KU, TOKYO",Sumaino Seika,Size 20.28 m²,Floor 1 / 3F,Year Built 2001,Tachiaigawa Station (10 min. walk),"Monthly Costs ¥86,550"
2652,1K APARTMENT,"IN KAMIIGUSA
SUGINAMI-KU, TOKYO",Sumaino Seika,Size 20.62 m²,Floor 2 / 2F,Year Built 2015,Kamiigusa Station (4 min. walk),"Monthly Costs ¥85,550"
2653,1K APARTMENT,"IN TAKASHIMADAIRA
ITABASHI-KU, TOKYO",Sumaino Seika,Size 28.02 m²,Floor 2 / 2F,Year Built 2008,Nishidai Station (7 min. walk),"Monthly Costs ¥82,550"
2654,1R APARTMENT,"IN MOTOASAKUSA
TAITO-KU, TOKYO",Sumaino Seika,Size 20.56 m²,Floor 2 / 4F,Year Built 2017,Tawaramachi Station (7 min. walk),"Monthly Costs ¥107,550"
2655,1K APARTMENT,"IN SENJU MIDORICHO
ADACHI-KU, TOKYO",Sumaino Seika,Size 21.47 m²,Floor 2 / 3F,Year Built 2015,Senjuohashi Station (8 min. walk),"Monthly Costs ¥80,550"
2656,1K APARTMENT,"IN HONISSHIKI
EDOGAWA-KU, TOKYO",Sumaino Seika,Size 22.35 m²,Floor 1 / 2F,Year Built 2009,Shinkoiwa Station (18 min. walk),"Monthly Costs ¥67,550"
2657,1K APARTMENT,"IN SENJU MIDORICHO
ADACHI-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 2 / 2F,Year Built 2007,Senjuohashi Station (11 min. walk),"Monthly Costs ¥71,550"
2658,1K APARTMENT,"IN MINAMIAOYAMA
MINATO-KU, TOKYO",Sumaino Seika,Size 21.56 m²,Floor 1 / 2F,Year Built 2015,Aoyama-itchome Station (8 min. walk),"Monthly Costs ¥130,050"
2659,1K APARTMENT,"IN NAKAMURAMINAMI
NERIMA-KU, TOKYO",Sumaino Seika,Size 20.81 m²,Floor 1 / 3F,Year Built 2009,Toritsu Kasei Station (12 min. walk),"Monthly Costs ¥75,050"
2660,3LDK APARTMENT,"IN TAKADANOBABA
SHINJUKU-KU, TOKYO","Aonissin Co.,ltd.",Size 62.08 m²,Floor 4 / 4F,Year Built 1988,Takadanobaba Station (8 min. walk),"Monthly Costs ¥160,000"
2661,1K APARTMENT,"IN KASUYA
SETAGAYA-KU, TOKYO",Sumaino Seika,Size 22.70 m²,Floor 1 / 2F,Year Built 2004,Chitose Karasuyama Station (19 min. walk),"Monthly Costs ¥65,550"
2662,1K APARTMENT,"IN HONCHO
NAKANO-KU, TOKYO",Sumaino Seika,Size 16.55 m²,Floor 2 / 2F,Year Built 1989,Shinnakano Station (7 min. walk),"Monthly Costs ¥67,550"
2663,1K APARTMENT,"IN TONERI
ADACHI-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 2F,Year Built 2007,Minuma Dai Shinsui Kouen Station (6 min. walk),"Monthly Costs ¥63,550"
2664,1K APARTMENT,"IN SARANUMA
ADACHI-KU, TOKYO","Aonissin Co.,ltd.",Size 24.84 m²,Floor 1 / 2F,Year Built 2000,Tonerikouen Station (9 min. walk),"Monthly Costs ¥51,000"
2665,1K APARTMENT,"IN ASAHICHO
NERIMA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 4 / 4F,Year Built 2009,Chikatetsu Narimasu Station (9 min. walk),"Monthly Costs ¥72,550"
2666,1K APARTMENT,"IN SAKURADAI
NERIMA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 2 / 2F,Year Built 2008,Shin Sakuradai Station (6 min. walk),"Monthly Costs ¥80,550"
2667,1K APARTMENT,"IN HORINOCHI
SUGINAMI-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 2F,Year Built 2006,Shin Koenji Station (12 min. walk),"Monthly Costs ¥75,550"
2668,1K APARTMENT,"IN NISHIARAIHONCHO
ADACHI-KU, TOKYO",Sumaino Seika,Size 21.11 m²,Floor 2 / 3F,Year Built 2012,Daishimae Station (5 min. walk),"Monthly Costs ¥67,550"
2669,1K APARTMENT,"IN SENJU MIDORICHO
ADACHI-KU, TOKYO",Sumaino Seika,Size 20.28 m²,Floor 1 / 2F,Year Built 2004,Senjuohashi Station (13 min. walk),"Monthly Costs ¥73,050"
2670,1K APARTMENT,"IN KASUYA
SETAGAYA-KU, TOKYO",Sumaino Seika,Size 23.61 m²,Floor 1 / 2F,Year Built 2008,Roka Koen Station (14 min. walk),"Monthly Costs ¥78,050"
2671,1K APARTMENT,"IN MARUYAMA
NAKANO-KU, TOKYO",Sumaino Seika,Size 20.00 m²,Floor 2 / 2F,Year Built 2005,Nogata Station (10 min. walk),"Monthly Costs ¥86,050"
2672,1K APARTMENT,"IN SHAKUJIIDAI
NERIMA-KU, TOKYO",Sumaino Seika,Size 23.93 m²,Floor 1 / 2F,Year Built 2014,Musashi Seki Station (23 min. walk),"Monthly Costs ¥74,550"
2673,1K APARTMENT,"IN SUGAMO
TOSHIMA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 3F,Year Built 2009,Sugamoshinden Station (8 min. walk),"Monthly Costs ¥94,050"
2674,1K APARTMENT,"IN MINAMINAGASAKI
TOSHIMA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 2F,Year Built 2007,Shiina Machi Station (8 min. walk),"Monthly Costs ¥90,050"
2675,1K APARTMENT,"IN NISHIARAIHONCHO
ADACHI-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 2F,Year Built 2006,Daishimae Station (5 min. walk),"Monthly Costs ¥64,550"
2676,1LDK APARTMENT,"IN AZABUJUBAN
MINATO-KU, TOKYO","Aonissin Co.,ltd.",Size 49.50 m²,Floor 6 / 8F,Year Built 1977,Azabu-juban Station (1 min. walk),"Monthly Costs ¥170,000"
2677,1K APARTMENT,"IN KITAKOIWA
EDOGAWA-KU, TOKYO",Sumaino Seika,Size 16.76 m²,Floor 1 / 2F,Year Built 1992,Edogawa Station (9 min. walk),"Monthly Costs ¥45,550"
2678,1K APARTMENT,"IN CHUO
OTA-KU, TOKYO",Sumaino Seika,Size 20.63 m²,Floor 1 / 3F,Year Built 2005,Ikegami Station (12 min. walk),"Monthly Costs ¥77,550"
2679,1K APARTMENT,"IN SENDAGI
BUNKYO-KU, TOKYO","Aonissin Co.,ltd.",Size 27.00 m²,Floor 1 / 3F,Year Built 2017,Nishinippori Station (5 min. walk),"Monthly Costs ¥92,000"
2680,1K APARTMENT,"IN KASUGACHO
NERIMA-KU, TOKYO",Sumaino Seika,Size 26.49 m²,Floor 1 / 3F,Year Built 1998,Nerima Kasugacho Station (4 min. walk),"Monthly Costs ¥87,550"
2681,1R APARTMENT,"IN NARITAHIGASHI
SUGINAMI-KU, TOKYO","Aonissin Co.,ltd.",Size 17.58 m²,Floor 2 / 2F,Year Built 1995,Minami Asagaya Station (6 min. walk),"Monthly Costs ¥65,000"
2682,1LDK APARTMENT,"IN MINAMIKUGAHARA
OTA-KU, TOKYO",Sumaino Seika,Size 39.74 m²,Floor 2 / 2F,Year Built 2003,Kugahara Station (9 min. walk),"Monthly Costs ¥112,050"
2683,1K APARTMENT,"IN SHAKUJIIMACHI
NERIMA-KU, TOKYO",Sumaino Seika,Size 23.18 m²,Floor 2 / 2F,Year Built 2010,Shakujiikouen Station (12 min. walk),"Monthly Costs ¥85,050"
2684,1K APARTMENT,"IN NUKUI
NERIMA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 3 / 3F,Year Built 2007,Fujimidai Station (14 min. walk),"Monthly Costs ¥64,550"
2685,1K APARTMENT,"IN KITAKOIWA
EDOGAWA-KU, TOKYO","Aonissin Co.,ltd.",Size 18.98 m²,Floor 1 / 2F,Year Built 2004,Edogawa Station (5 min. walk),"Monthly Costs ¥54,500"
2686,1K APARTMENT,"IN MIDORI
SUMIDA-KU, TOKYO",Sumaino Seika,Size 20.81 m²,Floor 3 / 4F,Year Built 2008,Ryogoku Station (5 min. walk),"Monthly Costs ¥108,050"
2687,1K APARTMENT,"IN HANEDA
OTA-KU, TOKYO",Sumaino Seika,Size 20.62 m²,Floor 1 / 2F,Year Built 2017,Anamoriinari Station (8 min. walk),"Monthly Costs ¥84,550"
2688,1K APARTMENT,"IN KITAMI
SETAGAYA-KU, TOKYO",Sumaino Seika,Size 21.57 m²,Floor 1 / 2F,Year Built 2015,Komae Station (24 min. walk),"Monthly Costs ¥76,550"
2689,1K APARTMENT,"IN NUMABUKURO
NAKANO-KU, TOKYO",Sumaino Seika,Size 22.35 m²,Floor 1 / 2F,Year Built 2008,Numabukuro Station (6 min. walk),"Monthly Costs ¥89,050"
2690,1K APARTMENT,"IN SHINKAMATA
OTA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 3 / 3F,Year Built 2010,Hasunuma Station (8 min. walk),"Monthly Costs ¥79,050"
2691,1K APARTMENT,"IN UKIMA
KITA-KU, TOKYO",Sumaino Seika,Size 20.63 m²,Floor 1 / 2F,Year Built 2012,Ukimafunado Station (9 min. walk),"Monthly Costs ¥76,050"
2692,1K APARTMENT,"IN IKEBUKURO (2-4-CHOME)
TOSHIMA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 3 / 3F,Year Built 2010,Ikebukuro Station (15 min. walk),"Monthly Costs ¥83,550"
2693,1K APARTMENT,"IN TAKINOGAWA
KITA-KU, TOKYO",Sumaino Seika,Size 21.62 m²,Floor 1 / 2F,Year Built 2015,Shin Itabashi Station (5 min. walk),"Monthly Costs ¥96,550"
2694,1K APARTMENT,"IN OGI
ADACHI-KU, TOKYO",Sumaino Seika,Size 26.08 m²,Floor 1 / 2F,Year Built 2018,Ougi Ohashi Station (13 min. walk),"Monthly Costs ¥70,550"
2695,1K APARTMENT,"IN MOTOKI NISHIMACHI
ADACHI-KU, TOKYO",Sumaino Seika,Size 22.81 m²,Floor 1 / 2F,Year Built 2002,Ougi Ohashi Station (14 min. walk),"Monthly Costs ¥65,550"
2696,1K APARTMENT,"IN NISHIOIZUMI
NERIMA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 2F,Year Built 2002,Houya Station (16 min. walk),"Monthly Costs ¥59,550"
2697,1K APARTMENT,"IN NISHIICHINOE
EDOGAWA-KU, TOKYO",Sumaino Seika,Size 26.08 m²,Floor 1 / 4F,Year Built 2012,"5 min. walk to 西一之江二丁目 bus stop, then 9 min. by bus to Shinozaki Station","Monthly Costs ¥70,550"
2698,1K APARTMENT,"IN TAKAMATSU
TOSHIMA-KU, TOKYO",Sumaino Seika,Size 20.28 m²,Floor 2 / 3F,Year Built 2010,Kanamechou Station (11 min. walk),"Monthly Costs ¥89,050"
2699,1K APARTMENT,"IN NISHIDAI(1-CHOME)
ITABASHI-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 2F,Year Built 2011,Tōbu-nerima Station (16 min. walk),"Monthly Costs ¥64,550"
2700,1K APARTMENT,"IN HIGASHIYOTSUGI
KATSUSHIKA-KU, TOKYO",Sumaino Seika,Size 20.57 m²,Floor 2 / 3F,Year Built 2020,Yotsugi Station (7 min. walk),"Monthly Costs ¥82,550"
2701,1K APARTMENT,"IN TAKANODAI
NERIMA-KU, TOKYO",Sumaino Seika,Size 20.28 m²,Floor 1 / 3F,Year Built 2002,Nerima Takanodai Station (9 min. walk),"Monthly Costs ¥69,550"
2702,1K APARTMENT,"IN IRIYA
ADACHI-KU, TOKYO",Sumaino Seika,Size 35.84 m²,Floor 2 / 2F,Year Built 2013,Minuma Dai Shinsui Kouen Station (11 min. walk),"Monthly Costs ¥70,550"
2703,1K APARTMENT,"IN IKO
ADACHI-KU, TOKYO",Sumaino Seika,Size 20.28 m²,Floor 1 / 2F,Year Built 2003,Take No Tsuka Station (11 min. walk),"Monthly Costs ¥65,050"
2704,1K APARTMENT,"IN KOENJIMINAMI
SUGINAMI-KU, TOKYO",Sumaino Seika,Size 21.11 m²,Floor 3 / 3F,Year Built 2016,Higashi Koenji Station (3 min. walk),"Monthly Costs ¥95,050"
2705,1K APARTMENT,"IN YAKUMO
MEGURO-KU, TOKYO","Aonissin Co.,ltd.",Size 12.19 m²,Floor 1 / 2F,Year Built 1987,Jiyugaoka Station (12 min. walk),"Monthly Costs ¥68,550"
2706,1K APARTMENT,"IN UNANE
SETAGAYA-KU, TOKYO",Sumaino Seika,Size 23.97 m²,Floor 1 / 2F,Year Built 2005,"8 min. walk to 砧本村 bus stop, then 30 min. by bus to Futako-Tamagawa Station","Monthly Costs ¥66,550"
2707,1K APARTMENT,"IN HONCHO
NAKANO-KU, TOKYO",Sumaino Seika,Size 21.11 m²,Floor 3 / 3F,Year Built 2014,Nakanoshinbashi Station (4 min. walk),"Monthly Costs ¥102,550"
2708,1K APARTMENT,"IN TAKAMATSU
NERIMA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 3F,Year Built 2008,Hikarigaoka Station (10 min. walk),"Monthly Costs ¥66,550"
2709,1K APARTMENT,"IN KOMONE
ITABASHI-KU, TOKYO",Sumaino Seika,Size 23.71 m²,Floor 1 / 2F,Year Built 2003,Kotakemukaihara Station (5 min. walk),"Monthly Costs ¥79,550"
2710,1K APARTMENT,"IN NISHIROKUGO
OTA-KU, TOKYO",Sumaino Seika,Size 20.81 m²,Floor 1 / 3F,Year Built 2007,Rokugoudote Station (13 min. walk),"Monthly Costs ¥77,550"
2711,1K APARTMENT,"IN MIHARADAI
NERIMA-KU, TOKYO",Sumaino Seika,Size 20.28 m²,Floor 1 / 2F,Year Built 1999,Shakujiikouen Station (16 min. walk),"Monthly Costs ¥61,550"
2712,1K APARTMENT,"IN YOYOGI
SHIBUYA-KU, TOKYO",Sumaino Seika,Size 23.35 m²,Floor 2 / 3F,Year Built 2015,Minami Shinjuku Station (2 min. walk),"Monthly Costs ¥120,550"
2713,1K APARTMENT,"IN IRIYA
TAITO-KU, TOKYO",Sumaino Seika,Size 21.90 m²,Floor 1 / 2F,Year Built 2011,Iriya Station (7 min. walk),"Monthly Costs ¥90,550"
2714,1R APARTMENT,"IN SAKASHITA
ITABASHI-KU, TOKYO",Sumaino Seika,Size 24.13 m²,Floor 2 / 2F,Year Built 2016,Hasune Station (13 min. walk),"Monthly Costs ¥72,550"
2715,1K APARTMENT,"IN TAKINOGAWA
KITA-KU, TOKYO",Sumaino Seika,Size 21.82 m²,Floor 2 / 2F,Year Built 2019,Shin Itabashi Station (12 min. walk),"Monthly Costs ¥87,050"
2716,1K APARTMENT,"IN TONERIMACHI
ADACHI-KU, TOKYO",Sumaino Seika,Size 21.11 m²,Floor 1 / 3F,Year Built 2019,Toneri Station (4 min. walk),"Monthly Costs ¥74,550"
2717,1K APARTMENT,"IN SHIMANE
ADACHI-KU, TOKYO",Sumaino Seika,Size 25.37 m²,Floor 2 / 2F,Year Built 2017,Umejima Station (17 min. walk),"Monthly Costs ¥79,050"
2718,1K APARTMENT,"IN MINAMICHO
ITABASHI-KU, TOKYO",Sumaino Seika,Size 24.22 m²,Floor 2 / 3F,Year Built 2013,Oyama Station (13 min. walk),"Monthly Costs ¥93,550"
2719,1K APARTMENT,"IN TOYOTAMANAKA
NERIMA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 3 / 3F,Year Built 2008,Nerima Station (10 min. walk),"Monthly Costs ¥82,050"
2720,1K APARTMENT,"IN OIZUMIGAKUENCHO
NERIMA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 2 / 2F,Year Built 2005,Oizumigakuen Station (11 min. walk),"Monthly Costs ¥70,550"
2721,1K APARTMENT,"IN TAKARAMACHI
KATSUSHIKA-KU, TOKYO",Sumaino Seika,Size 22.35 m²,Floor 1 / 2F,Year Built 2008,Ohanajaya Station (10 min. walk),"Monthly Costs ¥69,550"
2722,1K APARTMENT,"IN TONERI
ADACHI-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 2F,Year Built 2004,Minuma Dai Shinsui Kouen Station (4 min. walk),"Monthly Costs ¥58,550"
2723,1K APARTMENT,"IN IKEGAMI
OTA-KU, TOKYO",Sumaino Seika,Size 26.96 m²,Floor 2 / 2F,Year Built 2015,Ikegami Station (8 min. walk),"Monthly Costs ¥101,050"
2724,1K APARTMENT,"IN TOKIWADAI
ITABASHI-KU, TOKYO",Sumaino Seika,Size 22.38 m²,Floor 2 / 3F,Year Built 2014,Tokiwadai Station (7 min. walk),"Monthly Costs ¥92,050"
2725,1K APARTMENT,"IN KOMONE
ITABASHI-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 3F,Year Built 2002,Kotakemukaihara Station (8 min. walk),"Monthly Costs ¥81,550"
2726,3LDK HOUSE,"IN NAKAOCHIAI
SHINJUKU-KU, TOKYO","Aonissin Co.,ltd.",Size 73.69 m²,Year Built 2021,Nearest Station Ochiaiminami Nagasaki Station (3 min. walk),?,"Monthly Costs ¥310,000"
2727,1R APARTMENT,"IN TAKANODAI
NERIMA-KU, TOKYO",Sumaino Seika,Size 23.18 m²,Floor 1 / 3F,Year Built 2016,Nerima Takanodai Station (10 min. walk),"Monthly Costs ¥76,550"
2728,1K APARTMENT,"IN NISHIOIZUMI
NERIMA-KU, TOKYO",Sumaino Seika,Size 21.11 m²,Floor 1 / 3F,Year Built 2016,Houya Station (23 min. walk),"Monthly Costs ¥68,050"
2729,1K APARTMENT,"IN KITAZAWA
SETAGAYA-KU, TOKYO",Sumaino Seika,Size 25.34 m²,Floor 2 / 2F,Year Built 2011,Higashikitazawa Station (7 min. walk),"Monthly Costs ¥95,550"
2730,1K APARTMENT,"IN KITAMACHI
NERIMA-KU, TOKYO",Sumaino Seika,Size 26.41 m²,Floor 1 / 2F,Year Built 2002,Heiwadai Station (7 min. walk),"Monthly Costs ¥78,550"
2731,1K APARTMENT,"IN SENJU
ADACHI-KU, TOKYO",Sumaino Seika,Size 20.60 m²,Floor 1 / 3F,Year Built 2009,Kitasenju Station (11 min. walk),"Monthly Costs ¥75,550"
2732,1K APARTMENT,"IN OGIKUBO
SUGINAMI-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 2F,Year Built 2005,Takaido Station (16 min. walk),"Monthly Costs ¥84,550"
2733,1K APARTMENT,"IN HEIWADAI
NERIMA-KU, TOKYO",Sumaino Seika,Size 24.05 m²,Floor 1 / 3F,Year Built 2021,Heiwadai Station (9 min. walk),"Monthly Costs ¥85,550"
2734,1K APARTMENT,"IN NAKADAI
ITABASHI-KU, TOKYO",Sumaino Seika,Size 26.27 m²,Floor 2 / 2F,Year Built 2015,Kamiitabashi Station (13 min. walk),"Monthly Costs ¥81,550"
2735,1K APARTMENT,"IN SHINOZAKIMACHI
EDOGAWA-KU, TOKYO",Sumaino Seika,Size 22.35 m²,Floor 2 / 3F,Year Built 2012,Shinozaki Station (19 min. walk),"Monthly Costs ¥65,550"
2736,1K APARTMENT,"IN SOSHIGAYA
SETAGAYA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 2F,Year Built 2001,Chitose Karasuyama Station (20 min. walk),"Monthly Costs ¥71,550"
2737,1K APARTMENT,"IN HONHANEDA
OTA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 2 / 3F,Year Built 2009,Koujiya Station (12 min. walk),"Monthly Costs ¥74,550"
2738,1K APARTMENT,"IN TAKAMATSU
NERIMA-KU, TOKYO",Sumaino Seika,Size 20.08 m²,Floor 1 / 2F,Year Built 2015,Hikarigaoka Station (15 min. walk),"Monthly Costs ¥72,550"
2739,1K APARTMENT,"IN OMORINAKA
OTA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 2 / 2F,Year Built 2011,Umeyashiki Station (11 min. walk),"Monthly Costs ¥77,550"
2740,1K APARTMENT,"IN TOKUMARU
ITABASHI-KU, TOKYO",Sumaino Seika,Size 24.24 m²,Floor 2 / 2F,Year Built 2017,Tōbu-nerima Station (6 min. walk),"Monthly Costs ¥84,550"
2741,1K APARTMENT,"IN KOYAMA
SHINAGAWA-KU, TOKYO",Sumaino Seika,Size 16.16 m²,Floor 2 / 2F,Year Built 1995,Nishikoyama Station (5 min. walk),"Monthly Costs ¥79,550"
2742,1K APARTMENT,"IN SHIMOSHINOZAKIMACHI
EDOGAWA-KU, TOKYO",Sumaino Seika,Size 19.87 m²,Floor 1 / 2F,Year Built 2005,Shinozaki Station (19 min. walk),"Monthly Costs ¥63,550"
2743,1K APARTMENT,"IN OMORIHIGASHI
OTA-KU, TOKYO",Sumaino Seika,Size 22.71 m²,Floor 1 / 2F,Year Built 2012,Shouwajima Station (10 min. walk),"Monthly Costs ¥84,550"
2744,1K APARTMENT,"IN MAENOCHO
ITABASHI-KU, TOKYO",Sumaino Seika,Size 32.84 m²,Floor 1 / 2F,Year Built 2013,Tokiwadai Station (16 min. walk),"Monthly Costs ¥86,550"
2745,1K APARTMENT,"IN KAMIIGUSA
SUGINAMI-KU, TOKYO",Sumaino Seika,Size 13.68 m²,Floor 1 / 2F,Year Built 1993,Iogi Station (8 min. walk),"Monthly Costs ¥55,550"
2746,1K APARTMENT,"IN SHINJUKU
SHINJUKU-KU, TOKYO",Sumaino Seika,Size 20.01 m²,Floor 1 / 2F,Year Built 2016,Higashi-Shinjuku Station (9 min. walk),"Monthly Costs ¥97,550"
2747,1K APARTMENT,"IN IKEBUKUROHONCHO
TOSHIMA-KU, TOKYO","Aonissin Co.,ltd.",Size 22.95 m²,Floor 2 / 5F,Year Built 1984,Kita Ikebukuro Station (6 min. walk),"Monthly Costs ¥65,000"
